,Item,Facet_1,Facet_2,Prompt_1,Prompt_2,HEXACO_1,HEXACO_2,Idx_1,Idx_2,is_rev_1,is_rev_2,X1,Factor,Pos.Cosine,Neg.Cosine,STS.Cosine,Distinct.Cosine,Prompt,Internal.Consistency,Cos.Diff,ABS.Cosine.Diff,K_Means,H_Cluster,Internal.STS,Internal.Distinct,Cluster.STS,SYNTAX/SEMANTICS,ENTAILMENT,CONTEXT
3606,I don't have to be bored at all.,Aesthetic_Appreciation,Inquisitiveness,I would be quite bored by a visit to an art gallery.,I would be very bored by a book about the history of science and technology.,I would be quite bored by a visit to an art gallery.,I would be very bored by a book about the history of science and technology.,1,55,TRUE,FALSE,6277,Openness to Experience,0.232616648,0.471246421,0.281390846,0.035637975,I would be quite bored by a visit to an art gallery. I would be very bored by a book about the history of science and technology. I,0.3134,-0.238629773,0.238629773,3,338,0.243890241,0.036625952,0.59075141,NA,NA,NA
3607,I'd be bored even by an exhibition of old photographs.,Inquisitiveness,Aesthetic_Appreciation,I would be very bored by a book about the history of science and technology.,I would be quite bored by a visit to an art gallery.,I would be very bored by a book about the history of science and technology.,I would be quite bored by a visit to an art gallery.,55,1,FALSE,TRUE,6442,Openness to Experience,0.175865173,0.600306451,0.268165559,0.118938223,I would be very bored by a book about the history of science and technology. I would be quite bored by a visit to an art gallery. I,0.25999999,-0.424441278,0.424441278,3,338,0.207459182,0.11152111,0.6774472,NA,NA,NA
3608,I'd be bored with a lecture on the latest research in the field of history.,Inquisitiveness,Aesthetic_Appreciation,I would be very bored by a book about the history of science and technology.,I would be quite bored by a visit to an art gallery.,I would be very bored by a book about the history of science and technology.,I would be quite bored by a visit to an art gallery.,55,1,FALSE,TRUE,6448,Openness to Experience,0.157762617,0.480682075,0.289068848,0.145145431,I would be very bored by a book about the history of science and technology. I would be quite bored by a visit to an art gallery. I,0.248099998,-0.322919458,0.322919458,3,338,0.198706031,0.090923414,0.560187399,NA,NA,NA
3609,I'm not bored with the world.,Inquisitiveness,Aesthetic_Appreciation,I would be very bored by a book about the history of science and technology.,I would be quite bored by a visit to an art gallery.,I would be very bored by a book about the history of science and technology.,I would be quite bored by a visit to an art gallery.,55,1,FALSE,TRUE,6450,Openness to Experience,0.420261145,0.229968503,0.269952863,0.063642144,I would be very bored by a book about the history of science and technology. I would be quite bored by a visit to an art gallery. I,0.300099999,0.190292642,0.190292642,0,338,0.304480582,0.081119806,0.299848914,NA,NA,NA
3610,I'd be bored with a talk about music.,Inquisitiveness,Aesthetic_Appreciation,I would be very bored by a book about the history of science and technology.,I would be quite bored by a visit to an art gallery.,I would be very bored by a book about the history of science and technology.,I would be quite bored by a visit to an art gallery.,55,1,FALSE,TRUE,6452,Openness to Experience,0.210239679,0.549519598,0.417997688,0.069696039,I would be very bored by a book about the history of science and technology. I would be quite bored by a visit to an art gallery. I,0.279199988,-0.33927992,0.33927992,3,338,0.234029159,0.070131421,0.611158013,NA,NA,NA
3611,I'm not bored with the world at all.,Inquisitiveness,Aesthetic_Appreciation,I would be very bored by a book about the history of science and technology.,I would be quite bored by a visit to an art gallery.,I would be very bored by a book about the history of science and technology.,I would be quite bored by a visit to an art gallery.,55,1,FALSE,TRUE,6459,Openness to Experience,0.396531612,0.233266205,0.283793062,0.062380999,I would be very bored by a book about the history of science and technology. I would be quite bored by a visit to an art gallery. I,0.316399992,0.163265407,0.163265407,0,338,0.302864492,0.072570831,0.308808148,NA,NA,NA
3612,I'd be bored if I were to spend an entire day in a museum.,Inquisitiveness,Aesthetic_Appreciation,I would be very bored by a book about the history of science and technology.,I would be quite bored by a visit to an art gallery.,I would be very bored by a book about the history of science and technology.,I would be quite bored by a visit to an art gallery.,55,1,FALSE,TRUE,6460,Openness to Experience,0.138575703,0.467655092,0.345500469,0.073970214,I would be very bored by a book about the history of science and technology. I would be quite bored by a visit to an art gallery. I,0.242500007,-0.32907939,0.32907939,2,338,0.196253657,0.064236373,0.601600885,NA,NA,NA
3613,I'm not bored when I read a good book.,Inquisitiveness,Aesthetic_Appreciation,I would be very bored by a book about the history of science and technology.,I would be quite bored by a visit to an art gallery.,I would be very bored by a book about the history of science and technology.,I would be quite bored by a visit to an art gallery.,55,1,FALSE,TRUE,6462,Openness to Experience,0.421693534,0.223131254,0.362480909,0.026327729,I would be very bored by a book about the history of science and technology. I would be quite bored by a visit to an art gallery. I,0.279900014,0.198562279,0.198562279,0,338,0.295202792,0.047778398,0.362754583,NA,NA,NA
3614,I have to be bored.,Inquisitiveness,Aesthetic_Appreciation,I would be very bored by a book about the history of science and technology.,I would be quite bored by a visit to an art gallery.,I would be very bored by a book about the history of science and technology.,I would be quite bored by a visit to an art gallery.,55,1,FALSE,TRUE,6465,Openness to Experience,0.219412252,0.461215168,0.293803364,0.049625069,I would be very bored by a book about the history of science and technology. I would be quite bored by a visit to an art gallery. I,0.272300005,-0.241802916,0.241802916,3,338,0.268055737,0.051515996,0.587397456,NA,NA,NA
3615,I'd be bored in a lot of ways.,Inquisitiveness,Aesthetic_Appreciation,I would be very bored by a book about the history of science and technology.,I would be quite bored by a visit to an art gallery.,I would be very bored by a book about the history of science and technology.,I would be quite bored by a visit to an art gallery.,55,1,FALSE,TRUE,6466,Openness to Experience,0.259240955,0.495568395,0.334316164,0.075060725,I would be very bored by a book about the history of science and technology. I would be quite bored by a visit to an art gallery. I,0.283100009,-0.23632744,0.23632744,3,338,0.291384697,0.039415866,0.606348753,NA,NA,NA
3616,I'd be bored with the same old things.,Creativity,Inquisitiveness,I don't think of myself as the artistic or creative type.,I would be very bored by a book about the history of science and technology.,I don't think of myself as the artistic or creative type.,I would be very bored by a book about the history of science and technology.,85,55,TRUE,FALSE,6650,Openness to Experience,0.138462752,0.477778137,0.222334117,0.078272909,I don't think of myself as the artistic or creative type. I would be very bored by a book about the history of science and technology. I,0.283899993,-0.339315385,0.339315385,3,338,0.225930512,0.078518182,0.627804756,NA,NA,NA
3617,I'd be bored with a history book on the arts.,Creativity,Inquisitiveness,I don't think of myself as the artistic or creative type.,I would be very bored by a book about the history of science and technology.,I don't think of myself as the artistic or creative type.,I would be very bored by a book about the history of science and technology.,85,55,TRUE,FALSE,6652,Openness to Experience,0.250036269,0.569905281,0.435685694,0.168851867,I don't think of myself as the artistic or creative type. I would be very bored by a book about the history of science and technology. I,0.268900007,-0.319869012,0.319869012,3,338,0.269741625,0.111708373,0.635740519,NA,NA,NA
3618,I have a very high tolerance for boredom.,Aesthetic_Appreciation,Inquisitiveness,I would be quite bored by a visit to an art gallery.,I’ve never really enjoyed looking through an encyclopedia.,I would be quite bored by a visit to an art gallery.,I’ve never really enjoyed looking through an encyclopedia.,1,79,TRUE,FALSE,6782,Openness to Experience,0.199863553,0.430573106,0.319821894,0.018288851,I would be quite bored by a visit to an art gallery. I’ve never really enjoyed looking through an encyclopedia. I,0.307799995,-0.230709553,0.230709553,2,338,0.260157853,0.022266984,0.610732436,NA,NA,NA
3619,I'd be really bored at a museum.,Inquisitiveness,Aesthetic_Appreciation,I’ve never really enjoyed looking through an encyclopedia.,I would be quite bored by a visit to an art gallery.,I’ve never really enjoyed looking through an encyclopedia.,I would be quite bored by a visit to an art gallery.,79,1,FALSE,TRUE,7088,Openness to Experience,0.182686731,0.508182883,0.383395433,0.105216414,I’ve never really enjoyed looking through an encyclopedia. I would be quite bored by a visit to an art gallery. I,0.300999999,-0.325496152,0.325496152,2,338,0.236050159,0.092701465,0.657944441,NA,NA,NA
3620,I can't stand being bored.,Anxiety,Anxiety,"I rarely, if ever, have trouble sleeping due to stress or anxiety.",I get very anxious when waiting to hear about an important decision.,"I rarely, if ever, have trouble sleeping due to stress or anxiety.",I get very anxious when waiting to hear about an important decision.,59,83,FALSE,FALSE,2175,Emotionality,0.470123887,0.373619378,0.449207723,-0.003230333,"I rarely, if ever, have trouble sleeping due to stress or anxiety. I get very anxious when waiting to hear about an important decision. I",0.292100012,0.096504509,0.096504509,2,338,0.335196316,0.042852968,0.677638352,NA,NA,NA
3621,I think I'd be a good candidate for a crime syndicate.,Greed_Avoidance,Fairness,I would like to be seen driving around in a very expensive car.,I would be tempted to buy stolen property if I were financially tight.,I would like to be seen driving around in a very expensive car.,I would be tempted to buy stolen property if I were financially tight.,66,36,FALSE,TRUE,842,Honesty_Humility,0.243170425,0.432722151,0.366928071,0.150587395,I would like to be seen driving around in a very expensive car. I would be tempted to buy stolen property if I were financially tight. I,0.255299985,-0.189551726,0.189551726,0,0,0.250217587,0.135365948,0.427534431,NA,NA,NA
3622,I'd like the cops to think I'm a millionaire.,Fairness,Greed_Avoidance,"If I knew that I could never get caught, I would be willing to steal a million dollars.",I would like to be seen driving around in a very expensive car.,"If I knew that I could never get caught, I would be willing to steal a million dollars.",I would like to be seen driving around in a very expensive car.,12,66,TRUE,FALSE,1239,Honesty_Humility,0.21749723,0.488246739,0.389309704,0.126400441,"If I knew that I could never get caught, I would be willing to steal a million dollars. I would like to be seen driving around in a very expensive car. I",0.28670001,-0.270749509,0.270749509,0,0,0.239369944,0.087935418,0.447219342,NA,NA,NA
3623,I would love to be a part of a team of artists.,Creativity,Creativity,"I would enjoy creating a work of art, such as a novel, a song, or a painting.",I don't think of myself as the artistic or creative type.,"I would enjoy creating a work of art, such as a novel, a song, or a painting.",I don't think of myself as the artistic or creative type.,37,85,TRUE,TRUE,5942,Openness to Experience,0.362802953,0.210783154,0.333034605,0.120032728,"I would enjoy creating a work of art, such as a novel, a song, or a painting. I don't think of myself as the artistic or creative type. I",0.262400001,0.152019799,0.152019799,0,147,0.326356769,0.086035907,0.727877736,NA,NA,NA
3624,I would love to be a photographer.,Creativity,Inquisitiveness,"I would enjoy creating a work of art, such as a novel, a song, or a painting.",I’ve never really enjoyed looking through an encyclopedia.,"I would enjoy creating a work of art, such as a novel, a song, or a painting.",I’ve never really enjoyed looking through an encyclopedia.,37,79,TRUE,FALSE,6360,Openness to Experience,0.425146967,0.179816648,0.244635582,0.086941868,"I would enjoy creating a work of art, such as a novel, a song, or a painting. I’ve never really enjoyed looking through an encyclopedia. I",0.256500006,0.245330319,0.245330319,0,147,0.353356957,0.09609434,0.692673266,NA,NA,NA
3625,I would like to be liked by the people I care about.,Sincerity,Modesty,"If I want something from someone, I will laugh at that person's worst jokes.",I want people to know that I am an important person of high status.,"If I want something from someone, I will laugh at that person's worst jokes.",I want people to know that I am an important person of high status.,54,96,TRUE,FALSE,641,Honesty_Humility,0.350102961,0.348409891,0.350102991,0.087301135,"If I want something from someone, I will laugh at that person's worst jokes. I want people to know that I am an important person of high status. I",0.334800005,0.00169307,0.00169307,0,242,0.322114736,0.039510936,0.669057369,NA,NA,NA
3626,I want to be the kind of person that people look up to.,Fairness,Greed_Avoidance,"If I knew that I could never get caught, I would be willing to steal a million dollars.","I would like to live in a very expensive, high-class neighborhood.","If I knew that I could never get caught, I would be willing to steal a million dollars.","I would like to live in a very expensive, high-class neighborhood.",12,42,TRUE,FALSE,786,Honesty_Humility,0.328230798,0.314617217,0.328230649,0.088853687,"If I knew that I could never get caught, I would be willing to steal a million dollars. I would like to live in a very expensive, high-class neighborhood. I",0.328200012,0.013613582,0.013613582,0,242,0.304271638,0.064936489,0.55896914,NA,NA,NA
3627,I'd like a lot of people to be in my life.,Sincerity,Greed_Avoidance,I wouldn't pretend to like someone just to get that person to do favors for me.,"I would like to live in a very expensive, high-class neighborhood.",I wouldn't pretend to like someone just to get that person to do favors for me.,"I would like to live in a very expensive, high-class neighborhood.",78,42,TRUE,FALSE,1084,Honesty_Humility,0.116043285,0.317326188,0.309525907,0.113679916,"I wouldn't pretend to like someone just to get that person to do favors for me. I would like to live in a very expensive, high-class neighborhood. I",0.314200014,-0.201282904,0.201282904,0,242,0.239605814,0.095543146,0.600904405,NA,NA,NA
3628,I would like to be valued by other people.,Social_Self_Esteem,Social_Self_Esteem,I think that most people like some aspects of my personality.,I sometimes feel that I am a worthless person.,I think that most people like some aspects of my personality.,I sometimes feel that I am a worthless person.,28,76,FALSE,FALSE,2758,Extraversion,0.356389582,0.395702004,0.356389463,0.076754034,I think that most people like some aspects of my personality. I sometimes feel that I am a worthless person. I,0.281300008,-0.039312422,0.039312422,0,242,0.323441803,0.043700859,0.633191705,NA,NA,NA
3629,I would like to be able to create something that would make people smile.,Creativity,Creativity,"I would enjoy creating a work of art, such as a novel, a song, or a painting.",I don't think of myself as the artistic or creative type.,"I would enjoy creating a work of art, such as a novel, a song, or a painting.",I don't think of myself as the artistic or creative type.,37,85,TRUE,TRUE,5905,Openness to Experience,0.377778947,0.21678862,0.320832223,0.029949129,"I would enjoy creating a work of art, such as a novel, a song, or a painting. I don't think of myself as the artistic or creative type. I",0.277700007,0.160990328,0.160990328,0,242,0.324033976,-0.00044933,0.578851938,NA,NA,NA
3630,I would love to become a teacher.,Creativity,Inquisitiveness,"I would enjoy creating a work of art, such as a novel, a song, or a painting.",I'm interested in learning about the history and politics of other countries.,"I would enjoy creating a work of art, such as a novel, a song, or a painting.",I'm interested in learning about the history and politics of other countries.,37,7,TRUE,FALSE,6161,Openness to Experience,0.359623224,0.166374967,0.212451369,0.061967775,"I would enjoy creating a work of art, such as a novel, a song, or a painting. I'm interested in learning about the history and politics of other countries. I",0.263799995,0.193248257,0.193248257,0,269,0.312357008,0.110725909,0.654511034,NA,NA,NA
3631,I would like to be a writer.,Creativity,Inquisitiveness,"I would enjoy creating a work of art, such as a novel, a song, or a painting.",I'm interested in learning about the history and politics of other countries.,"I would enjoy creating a work of art, such as a novel, a song, or a painting.",I'm interested in learning about the history and politics of other countries.,37,7,TRUE,FALSE,6126,Openness to Experience,0.373197973,0.265902132,0.334188253,0.091488123,"I would enjoy creating a work of art, such as a novel, a song, or a painting. I'm interested in learning about the history and politics of other countries. I",0.302399993,0.107295841,0.107295841,0,394,0.352331281,0.096916258,0.733592749,NA,NA,NA
3632,I would like to be a journalist.,Creativity,Inquisitiveness,"I would enjoy creating a work of art, such as a novel, a song, or a painting.",I'm interested in learning about the history and politics of other countries.,"I would enjoy creating a work of art, such as a novel, a song, or a painting.",I'm interested in learning about the history and politics of other countries.,37,7,TRUE,FALSE,6403,Openness to Experience,0.334008843,0.126048207,0.248335809,0.055493772,"I would enjoy creating a work of art, such as a novel, a song, or a painting. I'm interested in learning about the history and politics of other countries. I",0.2491,0.207960635,0.207960635,0,394,0.31104058,0.074457034,0.584166408,NA,NA,NA
3633,I'm often very nervous when people start talking about me.,Dependence,Anxiety,I can handle difficult situations without needing emotional support from anyone else.,I get very anxious when waiting to hear about an important decision.,I can handle difficult situations without needing emotional support from anyone else.,I get very anxious when waiting to hear about an important decision.,41,83,FALSE,FALSE,1375,Emotionality,0.574388385,0.441961914,0.537287354,0.115821719,I can handle difficult situations without needing emotional support from anyone else. I get very anxious when waiting to hear about an important decision. I,0.3134,0.132426471,0.132426471,2,72,0.397299141,0.0140118,0.774639308,NA,NA,NA
3634,I get nervous when someone is trying to talk to me.,Anxiety,Sentimentality,I get very anxious when waiting to hear about an important decision.,I feel like crying when I see other people crying.,I get very anxious when waiting to hear about an important decision.,I feel like crying when I see other people crying.,83,23,FALSE,FALSE,1706,Emotionality,0.562780023,0.452651769,0.519465387,0.106951863,I get very anxious when waiting to hear about an important decision. I feel like crying when I see other people crying. I,0.292600006,0.110128254,0.110128254,2,72,0.377197653,0.038509429,0.792081952,NA,NA,NA
3635,I try to remain calm even when I'm in a bad mood.,Dependence,Sentimentality,"When I suffer from a painful experience, I need someone to make me feel comfortable.",I remain unemotional even in situations where most people get very sentimental.,"When I suffer from a painful experience, I need someone to make me feel comfortable.",I remain unemotional even in situations where most people get very sentimental.,17,95,FALSE,FALSE,1509,Emotionality,0.434677005,0.464939594,0.455652088,0.061060816,"When I suffer from a painful experience, I need someone to make me feel comfortable. I remain unemotional even in situations where most people get very sentimental. I",0.324299991,-0.030262589,0.030262589,3,288,0.362256348,0.023187578,0.545884788,NA,NA,NA
3636,I'm able to remain calm when people around me are in distress.,Dependence,Sentimentality,"When I suffer from a painful experience, I need someone to make me feel comfortable.",I remain unemotional even in situations where most people get very sentimental.,"When I suffer from a painful experience, I need someone to make me feel comfortable.",I remain unemotional even in situations where most people get very sentimental.,17,95,FALSE,FALSE,1489,Emotionality,0.419714123,0.561051846,0.464464962,0.135315791,"When I suffer from a painful experience, I need someone to make me feel comfortable. I remain unemotional even in situations where most people get very sentimental. I",0.349400014,-0.141337723,0.141337723,3,288,0.358039737,0.102046534,0.624179721,NA,NA,NA
3637,I have a tendency to be quite nervous about speaking at public events.,Liveliness,Social_Boldness,Most people are more upbeat and dynamic than I generally am.,I tend to feel quite self-conscious when speaking in front of a group of people.,Most people are more upbeat and dynamic than I generally am.,I tend to feel quite self-conscious when speaking in front of a group of people.,94,82,FALSE,TRUE,2673,Extraversion,0.209350765,0.465136319,0.259191185,0.110039473,Most people are more upbeat and dynamic than I generally am. I tend to feel quite self-conscious when speaking in front of a group of people. I,0.346899986,-0.255785555,0.255785555,2,72,0.322788715,0.039074242,0.792127967,NA,NA,NA
3638,I have a tendency to get a little nervous when I'm talking to people in public.,Liveliness,Social_Boldness,Most people are more upbeat and dynamic than I generally am.,I tend to feel quite self-conscious when speaking in front of a group of people.,Most people are more upbeat and dynamic than I generally am.,I tend to feel quite self-conscious when speaking in front of a group of people.,94,82,FALSE,TRUE,2676,Extraversion,0.283523113,0.4332228,0.332306862,0.13243708,Most people are more upbeat and dynamic than I generally am. I tend to feel quite self-conscious when speaking in front of a group of people. I,0.369100004,-0.149699688,0.149699688,2,72,0.334962994,0.088857919,0.7967152,NA,NA,NA
3639,I've been to a lot of events where people were talking about how I was so quiet.,Liveliness,Social_Boldness,Most people are more upbeat and dynamic than I generally am.,I tend to feel quite self-conscious when speaking in front of a group of people.,Most people are more upbeat and dynamic than I generally am.,I tend to feel quite self-conscious when speaking in front of a group of people.,94,82,FALSE,TRUE,2677,Extraversion,0.195939109,0.256063282,0.228059188,0.122754052,Most people are more upbeat and dynamic than I generally am. I tend to feel quite self-conscious when speaking in front of a group of people. I,0.308200002,-0.060124174,0.060124174,3,72,0.23444961,0.125167981,0.411988854,NA,NA,NA
3640,I get nervous before speaking to an audience of more than one person.,Liveliness,Social_Boldness,Most people are more upbeat and dynamic than I generally am.,I tend to feel quite self-conscious when speaking in front of a group of people.,Most people are more upbeat and dynamic than I generally am.,I tend to feel quite self-conscious when speaking in front of a group of people.,94,82,FALSE,TRUE,2717,Extraversion,0.3181656,0.362188309,0.345599234,0.098287389,Most people are more upbeat and dynamic than I generally am. I tend to feel quite self-conscious when speaking in front of a group of people. I,0.315299988,-0.044022709,0.044022709,2,72,0.31013298,0.08756192,0.68250674,NA,NA,NA
3641,I often get nervous talking to people in public.,Social_Self_Esteem,Sociability,I sometimes feel that I am a worthless person.,"I avoid making ""small talk"" with people.",I sometimes feel that I am a worthless person.,"I avoid making ""small talk"" with people.",76,16,FALSE,TRUE,2855,Extraversion,0.25578326,0.471604586,0.277293026,0.10010612,"I sometimes feel that I am a worthless person. I avoid making ""small talk"" with people. I",0.349000007,-0.215821326,0.215821326,2,72,0.321511447,0.068305254,0.802584052,NA,NA,NA
3642,I've been to a couple of events where I was the most nervous.,Liveliness,Social_Self_Esteem,Most people are more upbeat and dynamic than I generally am.,I feel reasonably satisfied with myself overall.,Most people are more upbeat and dynamic than I generally am.,I feel reasonably satisfied with myself overall.,94,4,FALSE,FALSE,3205,Extraversion,0.264259636,0.329580367,0.265871674,0.072035313,Most people are more upbeat and dynamic than I generally am. I feel reasonably satisfied with myself overall. I,0.270200014,-0.06532073,0.06532073,2,72,0.307508081,0.041498125,0.604761779,NA,NA,NA
3643,I'm a little too nervous to speak to people.,Organization,Prudence,"When working, I sometimes have difficulties due to being disorganized.",I make a lot of mistakes because I don't think before I act.,"When working, I sometimes have difficulties due to being disorganized.",I make a lot of mistakes because I don't think before I act.,74,44,FALSE,TRUE,4947,Conscientiousness,0.171292186,0.24420929,0.190007403,-0.079881132,"When working, I sometimes have difficulties due to being disorganized. I make a lot of mistakes because I don't think before I act. I",0.285899997,-0.072917104,0.072917104,2,72,0.195973456,-0.086956471,0.821356177,NA,NA,NA
3644,I have a very high tolerance for noise.,Social_Boldness,Sociability,I rarely express my opinions in group meetings.,I enjoy having lots of people around to talk with.,I rarely express my opinions in group meetings.,I enjoy having lots of people around to talk with.,10,40,TRUE,TRUE,2652,Extraversion,0.322555125,0.210385412,0.259617567,0.058633178,I rarely express my opinions in group meetings. I enjoy having lots of people around to talk with. I,0.352999985,0.112169713,0.112169713,1,90,0.246476531,0.043420434,0.217263609,NA,NA,NA
3645,I have a tendency to be quiet.,Social_Self_Esteem,Social_Boldness,I feel that I am an unpopular person.,I rarely express my opinions in group meetings.,I feel that I am an unpopular person.,I rarely express my opinions in group meetings.,52,10,FALSE,TRUE,2915,Extraversion,0.132921755,0.434062064,0.174424723,0.11231786,I feel that I am an unpopular person. I rarely express my opinions in group meetings. I,0.366299987,-0.301140308,0.301140308,3,90,0.299971074,0.067658633,0.432188988,NA,NA,NA
3646,I feel I have to be a little bit quiet to not upset anyone.,Social_Self_Esteem,Social_Boldness,I feel that I am an unpopular person.,I rarely express my opinions in group meetings.,I feel that I am an unpopular person.,I rarely express my opinions in group meetings.,52,10,FALSE,TRUE,2932,Extraversion,0.094352201,0.379511118,0.146040455,0.006565064,I feel that I am an unpopular person. I rarely express my opinions in group meetings. I,0.364899993,-0.285158917,0.285158917,2,90,0.285229236,0.045028657,0.361110181,NA,NA,NA
3647,I can be quite noisy.,Social_Self_Esteem,Liveliness,I sometimes feel that I am a worthless person.,I am energetic nearly all the time.,I sometimes feel that I am a worthless person.,I am energetic nearly all the time.,76,22,FALSE,FALSE,3492,Extraversion,0.351931453,0.330981165,0.347440898,0.108942449,I sometimes feel that I am a worthless person. I am energetic nearly all the time. I,0.345099986,0.020950288,0.020950288,1,90,0.283852518,0.062238485,0.290433139,NA,NA,NA
3648,I can be very loud.,Social_Self_Esteem,Liveliness,I sometimes feel that I am a worthless person.,I am energetic nearly all the time.,I sometimes feel that I am a worthless person.,I am energetic nearly all the time.,76,22,FALSE,FALSE,3494,Extraversion,0.366012931,0.271594197,0.322168082,0.08780393,I sometimes feel that I am a worthless person. I am energetic nearly all the time. I,0.343400002,0.094418734,0.094418734,1,90,0.257791698,0.046946943,0.33610025,NA,NA,NA
3649,I feel like I'm very quiet.,Social_Self_Esteem,Sociability,I feel that I am an unpopular person.,I enjoy having lots of people around to talk with.,I feel that I am an unpopular person.,I enjoy having lots of people around to talk with.,52,40,FALSE,TRUE,3555,Extraversion,0.088203698,0.388594449,0.094008781,0.13954109,I feel that I am an unpopular person. I enjoy having lots of people around to talk with. I,0.34709999,-0.30039075,0.30039075,3,90,0.256770283,0.109011635,0.370161176,NA,NA,NA
3650,I'm very calm about things.,Flexibility,Gentleness,I find it hard to compromise with people when I really think I’m right.,"Even when people make a lot of mistakes, I rarely say anything negative.",I find it hard to compromise with people when I really think I’m right.,"Even when people make a lot of mistakes, I rarely say anything negative.",87,81,TRUE,TRUE,4304,Agreeableness,0.513042688,0.167881161,0.200955242,0.11230278,"I find it hard to compromise with people when I really think I’m right. Even when people make a lot of mistakes, I rarely say anything negative. I",0.357800007,0.345161527,0.345161527,3,288,0.277091324,0.071112931,0.673278213,NA,NA,NA
3651,I'm quite calm in a way.,Gentleness,Patience,"Even when people make a lot of mistakes, I rarely say anything negative.","I rarely feel anger, even when people treat me quite badly.","Even when people make a lot of mistakes, I rarely say anything negative.","I rarely feel anger, even when people treat me quite badly.",81,45,TRUE,TRUE,4774,Agreeableness,0.528540969,0.171673894,0.25239706,0.074231833,"Even when people make a lot of mistakes, I rarely say anything negative. I rarely feel anger, even when people treat me quite badly. I",0.340799987,0.356867075,0.356867075,3,288,0.299284935,0.083961606,0.627136469,NA,NA,NA
3652,I'm just not very good at maintaining a calm demeanor when I hear criticism.,Patience,Flexibility,I find it hard to keep my temper when people insult me.,I am usually quite flexible in my opinions when people disagree with me.,I find it hard to keep my temper when people insult me.,I am usually quite flexible in my opinions when people disagree with me.,93,39,TRUE,TRUE,4088,Agreeableness,0.417301595,0.609079599,0.513230264,0.19947803,I find it hard to keep my temper when people insult me. I am usually quite flexible in my opinions when people disagree with me. I,0.379900008,-0.191778004,0.191778004,2,315,0.352880388,0.097636789,0.539739847,NA,NA,NA
3653,I'm very good at staying calm under pressure.,Anxiety,Anxiety,"I rarely, if ever, have trouble sleeping due to stress or anxiety.",I worry a lot less than most people do.,"I rarely, if ever, have trouble sleeping due to stress or anxiety.",I worry a lot less than most people do.,59,35,FALSE,FALSE,2283,Emotionality,0.386862636,0.525514603,0.387669981,0.069539368,"I rarely, if ever, have trouble sleeping due to stress or anxiety. I worry a lot less than most people do. I",0.342799991,-0.138651967,0.138651967,1,288,0.34479326,0.047289491,0.621002316,NA,NA,NA
3654,I get nervous when I have to give a presentation.,Anxiety,Sentimentality,I get very anxious when waiting to hear about an important decision.,I feel strong emotions when someone close to me is going away for a long time.,I get very anxious when waiting to hear about an important decision.,I feel strong emotions when someone close to me is going away for a long time.,83,71,FALSE,FALSE,1585,Emotionality,0.517138541,0.36102885,0.447720528,0.090427697,I get very anxious when waiting to hear about an important decision. I feel strong emotions when someone close to me is going away for a long time. I,0.292100012,0.156109691,0.156109691,2,72,0.31781888,0.051629007,0.628234267,NA,NA,NA
3655,I'm generally very calm about things.,Anxiety,Anxiety,"I rarely, if ever, have trouble sleeping due to stress or anxiety.",I worry a lot less than most people do.,"I rarely, if ever, have trouble sleeping due to stress or anxiety.",I worry a lot less than most people do.,59,35,FALSE,FALSE,2260,Emotionality,0.291916996,0.605688393,0.322655231,0.048149824,"I rarely, if ever, have trouble sleeping due to stress or anxiety. I worry a lot less than most people do. I",0.358799994,-0.313771397,0.313771397,3,288,0.317914426,0.031787962,0.693634868,NA,NA,NA
3656,I'm a little worried that I'll get too stressed out about a job interview.,Dependence,Anxiety,"Whenever I feel worried about something, I want to share my concern with another person.",I sometimes can't help worrying about little things.,"Whenever I feel worried about something, I want to share my concern with another person.",I sometimes can't help worrying about little things.,65,11,FALSE,FALSE,2240,Emotionality,0.463635951,0.298090518,0.415939301,0.090543598,"Whenever I feel worried about something, I want to share my concern with another person. I sometimes can't help worrying about little things. I",0.294699997,0.165545434,0.165545434,2,72,0.291662514,0.027333379,0.480416119,NA,NA,NA
3657,I'm very sensitive to loud noises.,Anxiety,Anxiety,"I rarely, if ever, have trouble sleeping due to stress or anxiety.",I get very anxious when waiting to hear about an important decision.,"I rarely, if ever, have trouble sleeping due to stress or anxiety.",I get very anxious when waiting to hear about an important decision.,59,83,FALSE,FALSE,2197,Emotionality,0.428262919,0.25712949,0.34812668,0.062378138,"I rarely, if ever, have trouble sleeping due to stress or anxiety. I get very anxious when waiting to hear about an important decision. I",0.310499996,0.171133429,0.171133429,2,90,0.285511017,0.022049218,0.334316999,NA,NA,NA
3658,I'm very calm.,Anxiety,Anxiety,"I rarely, if ever, have trouble sleeping due to stress or anxiety.",I worry a lot less than most people do.,"I rarely, if ever, have trouble sleeping due to stress or anxiety.",I worry a lot less than most people do.,59,35,FALSE,FALSE,2257,Emotionality,0.216915131,0.468679309,0.244192675,0.064407423,"I rarely, if ever, have trouble sleeping due to stress or anxiety. I worry a lot less than most people do. I",0.343100011,-0.251764178,0.251764178,3,288,0.277744651,0.09909597,0.551859856,NA,NA,NA
